asin,average_rate,num_of_rate,review_url
B01H1T0R9Q,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01H1T0R9Q&atag=kyoheikoga04-22&exp=2016-06-29T10%3A09%3A46Z&v=2&sig=%2FqL%2B8c%2FZaHnHUbeMQrl8aS0kssvpnfkUF5mckIun1%2FA%3D
B01HGA6SDE,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HGA6SDE&atag=kyoheikoga04-22&exp=2016-06-29T10%3A09%3A49Z&v=2&sig=LA31iQbmzGPc1%2B1aCVa8Ufvs1gIZ43cIPtxf1qahCOs%3D
B01EZN0U0C,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01EZN0U0C&atag=kyoheikoga04-22&exp=2016-06-29T10%3A09%3A51Z&v=2&sig=8LMDfMK9w81iQSJNPbvtQMuLaqoHZrsoKgD7zX59iQA%3D
B01D17QJE4,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01D17QJE4&atag=kyoheikoga04-22&exp=2016-06-29T10%3A09%3A58Z&v=2&sig=%2BYkbf5SGIsx9Hh1U%2FjqtLxrqsemsc40Eu%2BAQ9VRFOVE%3D
B01DQK4IS0,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01DQK4IS0&atag=kyoheikoga04-22&exp=2016-06-29T10%3A10%3A00Z&v=2&sig=B7JJRUtPrNU%2BGs70XGTQNmYgEdIYUDhllIpu%2FnSEj0c%3D
B01FHD0KRW,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01FHD0KRW&atag=kyoheikoga04-22&exp=2016-06-29T10%3A10%3A03Z&v=2&sig=BKnLcjExx7DEm5hkmoE7I57PEQu1hemq5yK0gkPUn3s%3D
B01FNNQ9O4,2.0,1,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01FNNQ9O4&atag=kyoheikoga04-22&exp=2016-06-29T10%3A10%3A07Z&v=2&sig=x0pGsPT8OQiQiMUDh4yz%2BByJo7akXXfg9lk7B5UM6%2Fc%3D
B0180FLJPG,4.3,4,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0180FLJPG&atag=kyoheikoga04-22&exp=2016-06-29T10%3A10%3A16Z&v=2&sig=OMjA4MOEkcaLBpDbAP%2Bo4gloyhUrZ9WE%2BnNxEFMzcVg%3D
B017HDVK2O,5.0,1,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B017HDVK2O&atag=kyoheikoga04-22&exp=2016-06-29T10%3A10%3A36Z&v=2&sig=nfQjMeEYkOmwgTxj5bpORX2RDenX4O7BAN8Dni8NCkA%3D
B011NQKD2O,4.0,5,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B011NQKD2O&atag=kyoheikoga04-22&exp=2016-06-29T10%3A10%3A41Z&v=2&sig=xvd%2BZ1mmbZm%2F9fQTK97zMG%2FJoFt8rPr6%2FNCbV3SdLuY%3D
B0151JO8YI,5.0,1,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0151JO8YI&atag=kyoheikoga04-22&exp=2016-06-29T10%3A10%3A45Z&v=2&sig=8VOl3XenKaVIAL02hpxy9%2BKQ8xOxOzXwgEGikxwmmgw%3D
B01HCXEJJ0,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HCXEJJ0&atag=kyoheikoga04-22&exp=2016-06-29T10%3A10%3A50Z&v=2&sig=lT8zZWGpDp%2BpqGKG%2Fj549foXQgwzh85yp0AS%2Bxs0ZJ4%3D
B019C6LMEA,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B019C6LMEA&atag=kyoheikoga04-22&exp=2016-06-29T10%3A11%3A01Z&v=2&sig=WaW0K3lnfc9tzw%2FRqCqZI2IQ%2BwqIsGMafJur8EowjAE%3D
B01AUMZUAW,5.0,4,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01AUMZUAW&atag=kyoheikoga04-22&exp=2016-06-29T10%3A11%3A03Z&v=2&sig=8CodQeGSMcYaWorIB5IrK02%2Fnu4rKf2KoNmehMNse4U%3D
B00MYYNEZ8,1.0,2,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00MYYNEZ8&atag=kyoheikoga04-22&exp=2016-06-29T10%3A11%3A08Z&v=2&sig=7WNEMWCjOoawSL%2B7GHLamLYI9n8sHR3uwprM1NU8WUs%3D
B01DW32BXU,4.0,2,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01DW32BXU&atag=kyoheikoga04-22&exp=2016-06-29T10%3A11%3A13Z&v=2&sig=r0bYKE362sWNmbU%2BsaDW9tdM2ORwLpXcTwKPa8tvNsY%3D
B00W6U8OSW,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00W6U8OSW&atag=kyoheikoga04-22&exp=2016-06-29T10%3A11%3A17Z&v=2&sig=vupgnp0yPNva4vAO64EoC3NeOfrr3oJqB6M%2FzdW93Bg%3D
B01F51Q3XG,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01F51Q3XG&atag=kyoheikoga04-22&exp=2016-06-29T10%3A11%3A19Z&v=2&sig=U6RAUUP%2F5FFyjXtoNVBBtQYhuL7ZDdLODujwxvmsYKg%3D
B01G1VW9SM,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01G1VW9SM&atag=kyoheikoga04-22&exp=2016-06-29T10%3A11%3A22Z&v=2&sig=Z1fTUjVatCHNnCBnYo9XI8HyqfVf7Kfq0lQ61md%2B7%2BY%3D
B01EF9O8YA,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01EF9O8YA&atag=kyoheikoga04-22&exp=2016-06-29T10%3A11%3A25Z&v=2&sig=DexJFHrDoP4rIBwTdhSDz4hZCN6OomlGuu4tjW8VKrs%3D
B00PL9RAZS,3.2,5,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00PL9RAZS&atag=kyoheikoga04-22&exp=2016-06-29T10%3A11%3A28Z&v=2&sig=bqOW6C1tic3N4AKNX2oHqwA06a5FlP4bXWKljR5TiOw%3D
B01EFG4NY8,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01EFG4NY8&atag=kyoheikoga04-22&exp=2016-06-29T10%3A11%3A32Z&v=2&sig=3Y2MX9%2FqT%2BZtIqnLgr512hm8im%2B5GdTA22MXGdopQao%3D
B0196HJD0U,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0196HJD0U&atag=kyoheikoga04-22&exp=2016-06-29T10%3A11%3A35Z&v=2&sig=2WVOxqeNJL%2BCbsovra9wla01P2p34EzCRfKGKPbf%2BaI%3D
B00ZUOHPUE,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00ZUOHPUE&atag=kyoheikoga04-22&exp=2016-06-29T10%3A11%3A37Z&v=2&sig=aCWpVu8YBBjyvAV6cZuG4IstP43CUnJ8ekhoS4Dxhys%3D
B0132GVZ9I,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0132GVZ9I&atag=kyoheikoga04-22&exp=2016-06-29T10%3A11%3A41Z&v=2&sig=av%2B7rMkETzg7M%2FlUmwgE2r7Q%2ByViAcSm%2BkqtQnUwwrg%3D
B00ZZ9YTSK,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00ZZ9YTSK&atag=kyoheikoga04-22&exp=2016-06-29T10%3A11%3A43Z&v=2&sig=XgXBVlLiSpjGt53p2Jf8iDhC6%2BqDdAyXRsrMMDBztyQ%3D
B01G3201MU,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01G3201MU&atag=kyoheikoga04-22&exp=2016-06-29T10%3A11%3A45Z&v=2&sig=bdKaDJ8xQJB9D0N%2FKLXt7Pf4LrsZ3LpP5YZvcNZVG2Q%3D
B010CL38DM,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B010CL38DM&atag=kyoheikoga04-22&exp=2016-06-29T10%3A11%3A48Z&v=2&sig=2dqpgC9bH6P6p3q4cW4TvBfGbueHN4BJU%2B0VJZR6a9o%3D
B010CLCCYI,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B010CLCCYI&atag=kyoheikoga04-22&exp=2016-06-29T10%3A11%3A50Z&v=2&sig=rTVs4TCwB8cHM5Ti%2Fuzv2sopwO7m7zQqnrA5iiUU51U%3D
B01HD2F8C2,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HD2F8C2&atag=kyoheikoga04-22&exp=2016-06-29T10%3A11%3A53Z&v=2&sig=0uwCw2YiAVA5FjuPq%2FWrFHql84%2BRjs286ZJ3joTUl6Y%3D
B00N3LO1I0,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00N3LO1I0&atag=kyoheikoga04-22&exp=2016-06-29T10%3A11%3A55Z&v=2&sig=1Cjj0Wua0Kdw3OywEV5c8e%2FjuAry1Mr2VVCFFuykUgU%3D
B01EAMQNHM,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01EAMQNHM&atag=kyoheikoga04-22&exp=2016-06-29T10%3A11%3A57Z&v=2&sig=OUjCcSvn2GOCBI%2FUPKcIA6B7%2BDMOaawBDKD0BW1MnB0%3D
B01EALIVRI,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01EALIVRI&atag=kyoheikoga04-22&exp=2016-06-29T10%3A11%3A59Z&v=2&sig=v1D%2BvbQ4KrNo4rdhEGFi1qfHzgJMr%2Bc8Ps2fObz%2BVbk%3D
B01HMSPCY6,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HMSPCY6&atag=kyoheikoga04-22&exp=2016-06-29T10%3A12%3A02Z&v=2&sig=nNotpKCBs7qvaiItkGGTcDvkJcjMNMLmhujwzYorDWU%3D
B01HMSRMB2,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HMSRMB2&atag=kyoheikoga04-22&exp=2016-06-29T10%3A12%3A05Z&v=2&sig=9Vjc8Nsctrx7HLQqrnHpNHaj5jfYtQYZrafg0nRaJJ4%3D
B01HNHE5E4,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HNHE5E4&atag=kyoheikoga04-22&exp=2016-06-29T10%3A12%3A08Z&v=2&sig=YsU0%2Fel7mCNVt2yOIw6kziR7YREEVjCBPZRdppxAPJ8%3D
B01HGGAWX0,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HGGAWX0&atag=kyoheikoga04-22&exp=2016-06-29T10%3A12%3A11Z&v=2&sig=f0667HGnh%2BAu5u33i0LZqFwS0Hph20AnF1G7PK1FYlE%3D
B0123DVH3U,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0123DVH3U&atag=kyoheikoga04-22&exp=2016-06-29T10%3A12%3A14Z&v=2&sig=PtxrUazIsBI52Bst9%2B2AanRQA5WcTsYe5%2FoYvOvPAno%3D
B01HI4KQD6,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HI4KQD6&atag=kyoheikoga04-22&exp=2016-06-29T10%3A12%3A17Z&v=2&sig=YWu%2BvCB2P9xfmQGkD482%2BrLB1I5vYqnqA1fEAZKdnUI%3D
B01GPMHPM2,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01GPMHPM2&atag=kyoheikoga04-22&exp=2016-06-29T10%3A12%3A19Z&v=2&sig=Dhf3NTlRiW%2Fuo5cECvR6qzgGvGNWETiEjNBJfHYI0Ek%3D
B01EZME996,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01EZME996&atag=kyoheikoga04-22&exp=2016-06-29T10%3A12%3A21Z&v=2&sig=B5yxJnmDt0dC0hCVADT5c%2BRGsg6TUW1dSUcE7JwZPdI%3D
B0178WKKM0,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0178WKKM0&atag=kyoheikoga04-22&exp=2016-06-29T10%3A12%3A24Z&v=2&sig=JdFXH05CEVoDR0XS6d4l6yB61Hgvt8kVU8rMiLIdSkw%3D
B00ZYYI0M2,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00ZYYI0M2&atag=kyoheikoga04-22&exp=2016-06-29T10%3A12%3A26Z&v=2&sig=5axfsHY9ZvWqZIi6j3BkR%2F7Qv6sOv77GH8ryKK5OnvY%3D
B0132HMJE2,2.0,1,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0132HMJE2&atag=kyoheikoga04-22&exp=2016-06-29T10%3A12%3A28Z&v=2&sig=xvAtrkvwegKNgsyjFATRkWj6FljOBo14CSSuJWRH%2BOw%3D
B01G3IO46I,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01G3IO46I&atag=kyoheikoga04-22&exp=2016-06-29T10%3A12%3A34Z&v=2&sig=j6x1u4cD460j0%2FNp3uzI9V78LeYLHsEYG9s0YIi%2F4qo%3D
B01FU1DZ4G,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01FU1DZ4G&atag=kyoheikoga04-22&exp=2016-06-29T10%3A12%3A37Z&v=2&sig=rqfle6WXdszZQaFTNeuzFdI0v%2F0AOMD9GBYlAxchNzY%3D
B00O43SRW2,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00O43SRW2&atag=kyoheikoga04-22&exp=2016-06-29T10%3A12%3A40Z&v=2&sig=vknDo6cd1fynDO810kboPnflw0J77N%2FtDNUn1HvTFNA%3D
B01GRR02HA,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01GRR02HA&atag=kyoheikoga04-22&exp=2016-06-29T10%3A12%3A43Z&v=2&sig=kzHH%2BnRGnkc0Ja5oIYQ%2FW6G7EtjB5s8%2FuAp%2F1Zs35m8%3D
B01FNNQ8M2,2.0,1,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01FNNQ8M2&atag=kyoheikoga04-22&exp=2016-06-29T10%3A12%3A45Z&v=2&sig=H9nt%2BUZhThsK78RPeS3dV6FUqocvYwH0fl%2FPyl0CKW0%3D
B018EAQ1XM,5.0,1,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B018EAQ1XM&atag=kyoheikoga04-22&exp=2016-06-29T10%3A12%3A50Z&v=2&sig=A1%2BPkro%2BrGz9jKi4KqUummw1Jrv%2FVb3qJeUJO4jdj9A%3D
B015R3J8PC,2.8,5,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B015R3J8PC&atag=kyoheikoga04-22&exp=2016-06-29T10%3A12%3A54Z&v=2&sig=z06f3QvzGxYOhVauJsRZSLUIJEuBPJoqc1sLwUZdnnw%3D
B019ISFW9I,5.0,5,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B019ISFW9I&atag=kyoheikoga04-22&exp=2016-06-29T10%3A13%3A00Z&v=2&sig=Frbf1EUWxmaQDJHbX8YDQg2W9Dm9CEIlSsKujNvQkCY%3D
B015FGSRVC,4.0,3,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B015FGSRVC&atag=kyoheikoga04-22&exp=2016-06-29T10%3A13%3A05Z&v=2&sig=qW3FulPUK7t2ENM%2BE84dKoOIeFiymh1q9m8wpjxqLHE%3D
B014R6UWHI,3.0,4,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B014R6UWHI&atag=kyoheikoga04-22&exp=2016-06-29T10%3A13%3A11Z&v=2&sig=I4VWE0qumZ3aEOEn13v1QW%2FxkWjXxypWQjqcTDLl0lg%3D
B013GJMS10,2.8,5,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B013GJMS10&atag=kyoheikoga04-22&exp=2016-06-29T10%3A13%3A15Z&v=2&sig=klG6kzL6ijQYl53KNlBs4DqHKk9NMkVRnBKPvVS7xNs%3D
B01DK8QSPY,3.0,2,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01DK8QSPY&atag=kyoheikoga04-22&exp=2016-06-29T10%3A13%3A21Z&v=2&sig=R5ug1u3AonCx9%2FKOqRBrFlKa20nWBLtumGzUyi2IrwE%3D
B01FJLZF4K,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01FJLZF4K&atag=kyoheikoga04-22&exp=2016-06-29T10%3A13%3A29Z&v=2&sig=lL0f1%2BsMAvw1H4pOFMWXGJLqbyMHTd0x18t%2F60LOhsw%3D
B014R2P8K8,1.0,2,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B014R2P8K8&atag=kyoheikoga04-22&exp=2016-06-29T10%3A13%3A31Z&v=2&sig=CCjQR5pthbUS0vHDy7ZrwUew6m6ecW9mMr0MXtflNpc%3D
B015ZCIRYS,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B015ZCIRYS&atag=kyoheikoga04-22&exp=2016-06-29T10%3A13%3A36Z&v=2&sig=ptfJr8vxpzZ%2Bes1eAGpQlplSn99oaTBa19CEKY9Po7E%3D
B00ZFRIK0K,2.5,2,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00ZFRIK0K&atag=kyoheikoga04-22&exp=2016-06-29T10%3A13%3A38Z&v=2&sig=ucGmMmTiIxv%2B3CnY1RrhibwxFfNJ92AsywmKNv7U4uM%3D
B01F3DBOWQ,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01F3DBOWQ&atag=kyoheikoga04-22&exp=2016-06-29T10%3A13%3A43Z&v=2&sig=NNNykFtSC9ykJWsH58QAC6ZYjaYgB0dKoyUOV7VIBQw%3D
B018N7XJWW,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B018N7XJWW&atag=kyoheikoga04-22&exp=2016-06-29T10%3A13%3A45Z&v=2&sig=VUOjPBqi%2BLc2biRZmDIKUlSJc8chqjw6%2BdQqc0ssRj4%3D
B01EMZ4KOA,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01EMZ4KOA&atag=kyoheikoga04-22&exp=2016-06-29T10%3A13%3A51Z&v=2&sig=4ESa687znDHncWuvRgiHoXqeEx84YOdna%2BAUZOAlaA8%3D
B00XW0PSAM,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00XW0PSAM&atag=kyoheikoga04-22&exp=2016-06-29T10%3A13%3A53Z&v=2&sig=o0yNGpXBIhe9ex1gNavSvYYNWRv%2BYKxfJXEICdnQBEA%3D
B010B2RXUQ,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B010B2RXUQ&atag=kyoheikoga04-22&exp=2016-06-29T10%3A13%3A59Z&v=2&sig=Slh4g5Oks67Ly0fkdav1ZptduxSngbyERSB%2B7NXfWas%3D
B00N91YAS0,2.8,4,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00N91YAS0&atag=kyoheikoga04-22&exp=2016-06-29T10%3A14%3A02Z&v=2&sig=xRg4CnwChfg6kGVnsQaRO%2FM%2F3eoW8sxDtHIHDZDZt%2BA%3D
B018N7QN7U,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B018N7QN7U&atag=kyoheikoga04-22&exp=2016-06-29T10%3A14%3A06Z&v=2&sig=z7Sy48gZI%2BwZYl175Y0T%2BnC6VMM2ju2GQwuoB%2B4bUrM%3D
B019EYXL62,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B019EYXL62&atag=kyoheikoga04-22&exp=2016-06-29T10%3A14%3A09Z&v=2&sig=ubTXC4hZKBD1L5q32pV8nXP3BJktWbZ7Y3HoDQVnOTU%3D
B00N2D1H86,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00N2D1H86&atag=kyoheikoga04-22&exp=2016-06-29T10%3A14%3A16Z&v=2&sig=k5rXG88cuYnUfcb%2FyxjNmg1coQ%2F12V3yrurYqAhmZiY%3D
B00ZZ92EN2,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00ZZ92EN2&atag=kyoheikoga04-22&exp=2016-06-29T10%3A14%3A18Z&v=2&sig=KkqAlpBOjuiI6iNU7v7lYZKyZBPldV5wkO7%2FZdfSKNU%3D
B00YE65WR2,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00YE65WR2&atag=kyoheikoga04-22&exp=2016-06-29T10%3A14%3A21Z&v=2&sig=ADBwv%2FbrbfYybjTd2UNxU%2FvOjEQVJ%2B588C6JI7dMQc4%3D
B00N2CVN4A,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00N2CVN4A&atag=kyoheikoga04-22&exp=2016-06-29T10%3A14%3A23Z&v=2&sig=ojfjdvctE%2FWBnRcZol0POYRgRJa26IjNZg1uZUcRtBU%3D
B01HMTC3TM,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HMTC3TM&atag=kyoheikoga04-22&exp=2016-06-29T10%3A14%3A25Z&v=2&sig=mX57wJNQLccHAhAkL3akkoT6n4AuVAsXnqmZoKJQt2w%3D
B01H3F7X4U,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01H3F7X4U&atag=kyoheikoga04-22&exp=2016-06-29T10%3A14%3A28Z&v=2&sig=6EBp%2FnseZdMo8Gi23Uf5BaHfhXunUNtduC00VpNsqMc%3D
B019C78MNI,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B019C78MNI&atag=kyoheikoga04-22&exp=2016-06-29T10%3A14%3A31Z&v=2&sig=wPgW6fHevPx3GqXM9zxDSPCF7rPw8rhz%2BAvt%2Brf8TD0%3D
B01GOMODIC,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01GOMODIC&atag=kyoheikoga04-22&exp=2016-06-29T10%3A14%3A34Z&v=2&sig=baz1twa0%2FWLlHLCNrjgWzcSDz75p0UNaH%2FMOFBGrMf8%3D
B01H8O6SPG,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01H8O6SPG&atag=kyoheikoga04-22&exp=2016-06-29T10%3A14%3A36Z&v=2&sig=kVp5f4OUBKAlbuhNZYHu%2FHnjo8ZIJhert2sMT7mCfBs%3D
B0197NQ0CM,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0197NQ0CM&atag=kyoheikoga04-22&exp=2016-06-29T10%3A14%3A38Z&v=2&sig=WJRtOK3XJNZqIfgCxNXJK0Vr%2FzQNAJ3nsbQjhDCOv9k%3D
B015ATF9I8,3.3,56,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B015ATF9I8&atag=kyoheikoga04-22&exp=2016-06-29T10%3A14%3A41Z&v=2&sig=iinZkM1zrYh7bFHKkkUdQFId7Y%2FDKB5VQkDyuczkSwI%3D
B01G1SGZPS,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01G1SGZPS&atag=kyoheikoga04-22&exp=2016-06-29T10%3A14%3A46Z&v=2&sig=R5%2BRAt%2Be5tqEQDnxg77JB1%2F4fZRl2LzOPGebO1h4j4E%3D
B010KA6AH6,2.4,5,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B010KA6AH6&atag=kyoheikoga04-22&exp=2016-06-29T10%3A14%3A48Z&v=2&sig=tZIqA2KTHI9nkpnF65Gy%2FIrDsPQVn2jHf2TtGQwFa68%3D
