asin,date,manufacturer,price,rank
B00PI2LG9Y,,Sincere　Inc.,27000.0,445451.0
B00PI2LGBW,,Sincere　Inc.,27000.0,43978.0
B00PI2LGNK,,Sincere　Inc.,27000.0,68540.0
B0178WGOJI,,Alcatel One Touch,27980.0,
B01AHEDERY,,Motorola,28500.0,190886.0
B01CCOMJ14,,Zeblaze,28235.0,178595.0
B01BHEQU06,,株式会社フューチャーズ,28000.0,29951.0
B01DGDYH8I,,LEMFO,28904.0,
B00VSJOTDQ,,ESS,28630.0,
B0178WJN1Y,,META WATCH LTD,28264.0,
B0179DUUGY,,"Shenzhen Yoluke Technology Co., Limited",28000.0,1340537.0
B01BHURX2O,,サムスン,29480.0,44242.0
B0103HU47S,,Pebble,29800.0,691204.0
B0178WNIKG,,Omate,29800.0,
B0178WKYIK,,king star,29137.0,
B0178WOX0U,,TomTom,29800.0,
B0178WQ47A,,Diesel,29800.0,
B0178WPCI2,,Diesel,30800.0,
B01AHEDES8,,Motorola,31800.0,24919.0
B01BRAJ0ZC,,Elephone,31586.0,228970.0
B00NDUZBTY,,Indigi,31230.0,
B00LTR5HP6,,Samsung,31254.0,1528255.0
B01FJAR0QM,2016-05-20,Fitbit,32188.0,18522.0
B01CCOMHRK,,Zeblaze,32514.0,500799.0
B00CRGO6AK,,LifeTrak,32780.0,
B0176F4M0K,,Motorola,32400.0,2037737.0
B01BHEQGHI,,株式会社フューチャーズ,32900.0,
B00VYI3DVU,,ソニー,33400.0,63269.0
B0178WJBPM,,Samsung,33900.0,46097.0
B01028R05C,,Fitbit,33690.0,
B0178WMJZG,,Mira,33408.0,
B00I7ULRTI,,Pebble,34800.0,49506.0
B0178WGQK0,,LG,34800.0,
B00ZBAC3MM,,Mio,34580.0,
B016COOLH0,,Motorola,35190.0,64619.0
B019SXHB38,,Samsung,35980.0,30326.0
B016MZRFO0,,モトローラ,35003.0,501126.0
B00DZOODI8,,,35000.0,493080.0
B0178WMKM8,,Fitbit,35021.0,
B014UMHGU0,,Motorola,36400.0,32220.0
B01BM6LKM2,,Asustek,36900.0,478000.0
B01BM67LDY,,Asustek,36400.0,
B00IZ5CZBO,,,36800.0,1194434.0
B00IZ5CZAU,,,36800.0,1742520.0
B01GH22BJC,2016-06-30,Motorola(モトローラ),38500.0,64969.0
B013S20C3Q,,Pavlok,38420.0,181287.0
B00FI1678A,,Martian Watches,39918.0,788701.0
B016COOLKW,,Motorola,40200.0,152063.0
B01DTS0PAO,2016-04-28,Motorola(モトローラ),40500.0,10099.0
B014ZZFV2C,,Huawei,40980.0,330539.0
B00N9OATPK,,SONY,40832.0,612751.0
B019BX83B4,2015-12-18,by Galaxy,41979.0,192578.0
B019BX83T6,2015-12-18,by Galaxy,42000.0,29626.0
B01GH22700,2016-06-30,Motorola(モトローラ),42800.0,22688.0
B00V5PSLZK,2015-05-15,Withings,43600.0,109429.0
B017LD8KX2,,Apple Computer,43490.0,211739.0
B0178WR8JS,,Asus,43348.0,755566.0
B016COOLIO,,Motorola,44370.0,26801.0
B015Z7O73I,2015-10-16,HUAWEI,44060.0,5911.0
B01DTS0PB8,2016-07-31,Motorola(モトローラ),44500.0,30243.0
B01DZSKJ8Q,,T1,44014.0,2014778.0
B01FANBQ86,,echoice2017,44055.0,
B0178WKDE0,,META WATCH LTD,44108.0,
B016COOLIE,,Motorola,45800.0,15521.0
B00Y4NVYE0,,,45100.0,214785.0
B01BM67LHK,,Asustek,45800.0,
B01EA8CH9Y,,Apple,46500.0,
B01EA8O93G,,Apple,46500.0,
B0178WKNXQ,,Kronoz Llc,46022.0,
B01G1FPMUU,,Apple(アップル),46980.0,
B016COOLGQ,,Motorola,47800.0,4427.0
B00SL63LCY,,Motorola,47000.0,56310.0
B01H1OOVHK,,echoice2017,47657.0,
B00OWW4HY2,,LG(エルジー),48800.0,176694.0
B01C5XTI4I,,Samsung,48700.0,
B0178WUO9O,,Suunto,48980.0,
B016COOLFC,,Motorola,49980.0,23278.0
B01EA7ZV6G,,Apple,49800.0,
B0178WN13A,,Garmin,49800.0,
B0178WMR94,,Garmin,49800.0,
B0178WMXBQ,,Garmin,49800.0,
B00V5PSM1S,2015-04-16,Withings,50959.0,14178.0
B0178WND24,,CASIO,50000.0,
B0169MX2WU,,Vector Watch,50558.0,
B017LD8N6Q,,Apple Computer,,1318628.0
B00YN6S16W,,Apple Watch,53470.0,1465263.0
B016COOLEI,,Motorola,54900.0,190236.0
B015Z7O0UI,2015-10-16,HUAWEI,55824.0,91807.0
B0178WKSUE,,Apple Computer,55680.0,
B015R7AFVE,,V-MODA,55172.0,
B015Z7O40E,2015-10-16,HUAWEI,56808.0,98731.0
B016COOLHA,,Motorola,58605.0,142154.0
B01ET2OQB8,2016-04-22,by Galaxy,58697.0,78758.0
B0178WMU4G,,CASIO,58923.0,
B01GCAN9E0,2016-06-17,HUAWEI,59980.0,64931.0
B00YZRJDM0,,Apple,,927195.0
B00VMN6U30,,META WATCH LTD,66857.0,
B016COOLG6,,Motorola,69999.0,297463.0
B0178WLQVO,,Apple Computer,69000.0,
B00JTRP4QU,,,69800.0,1239293.0
B01GCAN9GS,2016-06-17,HUAWEI,70700.0,102316.0
B0178WMNX4,,Garmin,70452.0,
B0178WMK28,,Garmin,70661.0,2036436.0
B0178WMGIG,,Garmin,82913.0,1047102.0
B00ZRFU2QK,,Apple Watch 38mm Mサイズ MJ372J/A [ソフトピンクモダンバックル],92300.0,42328.0
B016CKGUM8,,Motorola,103657.0,1220449.0
B016CKGW4O,,Motorola,103657.0,957767.0
B015LNVDOM,,Motorola,109660.0,933943.0
B0178WNTK0,,Garmin,121817.0,139397.0
